sentiment,text,positive,negative
neg,"a gorgeous , somnolent show that is splendidly mummified and thoroughly unsurprising .",4,3
neg,you can practically smell the patchouli oil .,2,0
pos,elvira fans could hardly ask for more .,1,0
pos,"hilarious , acidic brit comedy .",2,1
neg,no reason for anyone to invest their hard-earned bucks into a movie which obviously didn't invest much into itself either .,3,2
pos,"far from perfect , but its heart is in the right place . . . innocent and well-meaning .",3,1
neg,it appears that something has been lost in the translation to the screen .,1,0
pos,"bennett's naturalistic performance speaks volumes more truth than any 'reality' show , and anybody contemplating their own drastic life changes should watch some body first .",7,4
pos,"if director michael dowse only superficially understands his characters , he doesn't hold them in contempt .",2,5
pos,"it's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .",1,5
neg,a not-so-divine secrets of the ya-ya sisterhood with a hefty helping of re-fried green tomatoes .,5,1
neg,utter mush . . . conceited pap .,0,2
pos,"the story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions .",5,2
pos,"a pretty decent kid-pleasing , tolerable-to-adults lark of a movie .",2,0
neg,"when [de palma's] bad , he's really bad , and femme fatale ranks with the worst he has done .",2,5
pos,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,6,3
pos,"a bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract frank tashlin comedy and as a playful recapitulation of the artist's career .",9,6
neg,"at its best , queen is campy fun like the vincent price horror classics of the '60s . at its worst , it implodes in a series of very bad special effects .",5,8
neg,"if you've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever .",6,6
pos,"a cartoon that's truly cinematic in scope , and a story that's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore .",8,1
pos,'they' begins and ends with scenes so terrifying i'm still stunned . and i've decided to leave a light on every night from now on .,4,4
pos,transforms one of [shakespeare's] deepest tragedies into a smart new comedy .,3,1
neg,the verdict : two bodies and hardly a laugh between them .,1,1
neg,"the direction , by george hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .",0,3
pos,"tsai has a well-deserved reputation as one of the cinema world's great visual stylists , and in this film , every shot enhances the excellent performances .",7,0
neg,nothing more than a stifling morality tale dressed up in peekaboo clothing .,3,4
pos,what jackson has accomplished here is amazing on a technical level .,2,2
pos,"although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters .",6,1
neg,serving sara doesn't serve up a whole lot of laughs .,2,0
pos,"fierce , glaring and unforgettable .",1,2
pos,there is truth her,1,0
neg,there's no point in extracting the bare bones of byatt's plot for purposes of bland hollywood romance .,4,5
neg,they should have called it gutterball .,0,2
neg,"unlike his directorial efforts , la femme nikita and the professional , the transporter lacks besson's perspective as a storyteller .",4,1
neg,"a blair witch- style adventure that plays like a bad soap opera , with passable performances from everyone in the cast .",6,3
neg,essentially a collection of bits -- and they're all naughty .,2,1
neg,the character of zigzag is not sufficiently developed to support a film constructed around him .,6,1
pos,"my big fat greek wedding is that rare animal known as 'a perfect family film , ' because it's about family .",6,1
neg,"this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through .",3,4
neg,"bad . very bad . stultifyingly , dumbfoundingly , mind-numbingly bad .",0,3
pos,a stunning and overwhelmingly cogent case for kissinger as a calculating war criminal .,4,3
neg,much-anticipated and ultimately lackluster movie .,1,0
neg,vile and tacky are the two best adjectives to describe ghost ship .,2,3
pos,"it's crafty , energetic and smart -- the kid is sort of like a fourteen-year old ferris bueller .",2,2
pos,gently humorous and touching .,3,0
pos,"yeah , these flicks are just that damn good . isn't it great ?",4,1
pos,"the new guy does have a heart . now , if it only had a brain .",2,0
pos,"the laser-projected paintings provide a spell-casting beauty , while russell and dreyfus are a romantic pairing of hearts , preciously exposed as history corners them .",5,3
neg,"this series should have died long ago , but they keep bringing it back another day as punishment for paying money to see the last james bond movie .",4,4
pos," "" the turntable is now outselling the electric guitar . . . """,2,0
neg,"if the tuxedo actually were a suit , it would fit chan like a $99 bargain-basement special .",6,0
neg,oozes condescension from every pore .,0,3
pos,"if this movie leaves you cool , it also leaves you intriguingly contemplative .",2,1
pos,"a sly female empowerment movie , although not in a way anyone would expect .",3,1
neg,"[it's] a prison soccer movie starring charismatic tough guy vinnie jones , but it had too much spitting for me to enjoy .",3,3
neg,"it's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie , trying to pass off its lack of imagination as hip knowingness .",2,3
pos,"not so much a movie as a picture book for the big screen . this isn't my favorite in the series , still i enjoyed it enough to recommend .",5,1
pos,a dazzling dream of a documentary .,2,0
pos,"terrific performances , great to look at , and funny . a little uneven to be the cat's meow , but it's good enough to be the purr .",7,2
neg,"the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power .",5,1
pos,"confessions isn't always coherent , but it's sharply comic and surprisingly touching , so hold the gong .",6,2
